All OJ,Problem Title,CP4+5,Hint,DACU,Point,Solved
dicebetting,dicebetting,"5.5a, Probability, Easier","s: (dice_left, distinct_numbers_so_far); each throw can increase distinct_numbers_so_far or not",261,3.3,false
odds,odds,"5.5a, Probability, Easier",complete search; simple probability,142,2.5,false
10056,Fetching from uHunt,"5.5b, Probability, Harder",get the closed form formula,,0.0,false
10648,Fetching from uHunt,"5.5b, Probability, Harder",DP; s: (rem_boxes; num_empty),,0.0,false
11176,Fetching from uHunt,"5.5b, Probability, Harder","DP, s: (rem_games, streak); t: lose this game, or win the next W = [1..n] games and lose the (W+1)-th game",,0.0,false
11628,Fetching from uHunt,"5.5b, Probability, Harder",p[i] = ticket bought by i at the last round/total tickets bought at the last round by all n; gcd,,0.0,false
anthony,anthony,"5.5b, Probability, Harder",DP probability; need to drop one parameter (N or M) and recover it from the other one,203,5.2,false
goodcoalition,goodcoalition,"5.5b, Probability, Harder",DP probability; like KNAPSACK,276,3.4,false
lostinthewoods,lostinthewoods,"5.5b, Probability, Harder",simulate random walks of various lengths and distribute the probabilities per iteration; the answer will converge eventu...,77,3.1,false
00350,Fetching from uHunt,"5.6a, Cycle Finding",very basic cycle-finding problem; simply run Floyd's cycle-finding algorithm,,0.0,false
11036,Fetching from uHunt,"5.6a, Cycle Finding",cycle-finding; evaluate Reverse Polish f with a stack,,0.0,false
11053,Fetching from uHunt,"5.6a, Cycle Finding",cycle-finding; the answer is N-lambda,,0.0,false
fibonaccicycles,fibonaccicycles,"5.6a, Cycle Finding",detect cycle of fib(n)%k using fast data structure,118,3.2,false
lc0287,to replace with LeetCode link soon...,"5.6a, Cycle Finding","find μ, start of the cycle; Floyd's cycle-finding algorithm; popularized by Joma Tech YouTube video; top-100-liked",0,4.0,false
rats,rats,"5.6a, Cycle Finding",string processing plus cycle-finding; unordered_set,92,6.3,false
10111,Fetching from uHunt,"5.7a, Game Theory (Basic)",Tic-Tac-Toe; minimax; backtracking,,0.0,false
10536,Fetching from uHunt,"5.7a, Game Theory (Basic)",model the 4*4 board and 48 possible pins as bitmask; then this is a simple two player game,,0.0,false
bachetsgame,bachetsgame,"5.7a, Game Theory (Basic)",2 players game; Dynamic Programming; also available at UVa 10404 - Bachet's Game,724,2.1,false
blockgame2,blockgame2,"5.7a, Game Theory (Basic)",observe the pattern; 2 winnable cases if N == M and N%M == 0; only 1 move if M < N < 2M; we can always win if N &g...,314,3.2,false
euclidsgame,euclidsgame,"5.7a, Game Theory (Basic)",minimax; backtracking; also available at UVa 10368 - Euclid's Game,199,4.8,false
lc3360,to replace with LeetCode link soon...,"5.7a, Game Theory (Basic)",simulate the process to determine the winner,0,2.0,false
linije,linije,"5.7a, Game Theory (Basic)",game theory; check conditions on how Mirko can win and when Slavko can win; involves MCBM,39,7.9,false
10229,Fetching from uHunt,"5.8a, Matrix Power",Fibonacci; modPow,,0.0,false
10655,Fetching from uHunt,"5.8a, Matrix Power",derive the square matrix,,0.0,false
12796,Fetching from uHunt,"5.8a, Matrix Power",count the number of paths of length L in an undirected graph where L can be up to 2^30,,0.0,false
checkingforcorrectness,checkingforcorrectness,"5.8a, Matrix Power",Java Big Integer; one subtask uses modPow,244,4.1,false
lc0050,to replace with LeetCode link soon...,"5.8a, Matrix Power",D&C exponentiation; programming-skills; top-interview-150,0,4.0,false
porpoises,porpoises,"5.8a, Matrix Power",Fibonacci; matrix power; modulo,268,2.9,false
squawk,squawk,"5.8a, Matrix Power",count the number of paths of length L in an undirected graph after t steps that are reachable from source s,409,3.5,false
00213,Fetching from uHunt,"6.2a, Cipher, Harder",LA 5152 - WorldFinals SanAntonio91,,0.0,false
00554,Fetching from uHunt,"6.2a, Cipher, Harder",try all shifts; output formatting,,0.0,false
11385,Fetching from uHunt,"6.2a, Cipher, Harder",string manipulation and Fibonacci,,0.0,false
crackingthecode,crackingthecode,"6.2a, Cipher, Harder",one corner case involving the 25th to 26th character determination,48,6.4,false
itsasecret,itsasecret,"6.2a, Cipher, Harder",playfair cipher; 2D array; quite tedious,81,5.9,false
playfair,playfair,"6.2a, Cipher, Harder",follow the description; a bit tedious; also available at UVa 11697 - Playfair Cipher,156,2.5,false
progressivescramble,progressivescramble,"6.2a, Cipher, Harder",the encode part is trivial; the decode part requires a bit of thinking,977,2.1,false
textencryption,textencryption,"6.2a, Cipher, Harder",convert input alphabets to UPPERCASEs; loop,305,3.2,false
11070,Fetching from uHunt,"6.2b, Input Parsing (Rec)",recursive grammar evaluation,,0.0,false
11291,Fetching from uHunt,"6.2b, Input Parsing (Rec)",recursive grammar check,,0.0,false
calculator,calculator,"6.2b, Input Parsing (Rec)",recursive parser and evaluator,351,3.3,false
otpor,otpor,"6.2b, Input Parsing (Rec)",parallel vs series evaluation; write a recursive parser; or use linear pass with stack,94,4.3,false
polish,polish,"6.2b, Input Parsing (Rec)",recursive parser,224,3.3,false
subexpression,subexpression,"6.2b, Input Parsing (Rec)",recursive parsing; use DP; similar to https://visualgo.net/en/recursion tree versus DAG,44,5.9,false
00494,Fetching from uHunt,"6.2c, Regular Expression",trivial with regex,,0.0,false
00576,Fetching from uHunt,"6.2c, Regular Expression",solvable with regex,,0.0,false
10058,Fetching from uHunt,"6.2c, Regular Expression",solvable with regex,,0.0,false
apaxiaaans,apaxiaaans,"6.2c, Regular Expression",solvable with regex,6751,1.4,false
hidden,hidden,"6.2c, Regular Expression",just a careful 1D array manipulation; we can also use regex,1100,2.3,false
lindenmayorsystem,lindenmayorsystem,"6.2c, Regular Expression",DAT; map char to string; simulation; max answer ≤ 30*5^5; we can also use regex,302,2.5,false
11403,Fetching from uHunt,"6.2d, Output Formatting, H",similar with UVa 00338; tedious,,0.0,false
12155,Fetching from uHunt,"6.2d, Output Formatting, H",LA 4403 - KualaLumpur08; use proper index manipulation,,0.0,false
asciifigurerotation,asciifigurerotation,"6.2d, Output Formatting, H",rotate the input 90 degrees clockwise; remove trailing whitespaces; tedious,521,3.5,false
imagedecoding,imagedecoding,"6.2d, Output Formatting, H",simple Run-Length Encoding,321,3.4,false
juryjeopardy,juryjeopardy,"6.2d, Output Formatting, H",tedious problem,309,2.3,false
nizovi,nizovi,"6.2d, Output Formatting, H",formatting with indentation; not that trivial but sample input/output helps,199,3.8,false
11048,Fetching from uHunt,"6.2e, String Comparison",flexible string comparison with respect to a dictionary,,0.0,false
11056,Fetching from uHunt,"6.2e, String Comparison",sorting; case-insensitive string comparison,,0.0,false
11734,Fetching from uHunt,"6.2e, String Comparison",custom comparison,,0.0,false
lc0014,to replace with LeetCode link soon...,"6.2e, String Comparison",complete search; try each prefix; see if it all strings start with it; top-interview-150,0,2.0,false
phonelist,phonelist,"6.2e, String Comparison",sort the numbers; see if num i is a prefix of num i+1,1955,4.3,false
rhyming,rhyming,"6.2e, String Comparison",compare suffix of a common word with the list of other given words,296,2.5,false
smartphone,smartphone,"6.2e, String Comparison",compare prefix so far with the target string and the 3 suggestions; output 1 of 4 options with shortest number of keypre...,354,2.6,false
11483,Fetching from uHunt,"6.2f, Really Ad Hoc",straightforward; use 'escape character',,0.0,false
12916,Fetching from uHunt,"6.2f, Really Ad Hoc",factorize n; string period; also see UVa 11452,,0.0,false
irepeatmyself,irepeatmyself,"6.2f, Really Ad Hoc",string period; complete search,380,2.4,false
lc0459,to replace with LeetCode link soon...,"6.2f, Really Ad Hoc",complete search; test repeated substring; programming-skills,0,2.0,false
lc0890,to replace with LeetCode link soon...,"6.2f, Really Ad Hoc",custom matching; map each word to appropriate index (signature); compare signatures,0,4.0,false
periodicstrings,periodicstrings,"6.2f, Really Ad Hoc",brute force; skip non divisor,299,3.0,false
raggedright,raggedright,"6.2f, Really Ad Hoc",just simulate the requirement,1708,1.8,false
zipfslaw,zipfslaw,"6.2f, Really Ad Hoc",sort the words to simplify this problem; also available at UVa 10126 - Zipf's Law,157,5.7,false
01192,Fetching from uHunt,"6.3a, DP String, Classic",LA2460 - Singapore01; classic String Alignment DP problem with a bit of (unclear) output formatting,,0.0,false
12747,Fetching from uHunt,"6.3a, DP String, Classic",similar to UVa 10635,,0.0,false
13146,Fetching from uHunt,"6.3a, DP String, Classic",classic Edit Distance problem,,0.0,false
inflagrantedelicto,inflagrantedelicto,"6.3a, DP String, Classic",k_p is always 2 (read the problem description); k_r is the LCS of the two permutations plus one; O(n log k) solution,75,4.8,false
lc1143,to replace with LeetCode link soon...,"6.3a, DP String, Classic",classic; leetcode-75; top-100-liked,0,4.0,true
pandachess,pandachess,"6.3a, DP String, Classic",LCS of 2 permutations → LIS; O(n log k) solution; also see UVa 10635,267,6.0,false
princeandprincess,princeandprincess,"6.3a, DP String, Classic",find LCS of two permutations; also available at UVa 10635 - Prince and Princess,140,6.7,false
11258,Fetching from uHunt,"6.3b, DP String, Non Classic",dp(i) = int from substring [i..k] dp(k),,0.0,false
11552,Fetching from uHunt,"6.3b, DP String, Non Classic",dp(i; c) = minimum number of chunks after considering the first i segments ending with character c,,0.0,false
exam,exam,"6.3b, DP String, Non Classic","s: (pos, correct_left); t: either your friend is wrong or your friend is right, process accordingly; easier solution exi...",891,1.9,false
heritage,heritage,"6.3b, DP String, Non Classic",s: (cur_pos); t: try all N words in dictionary; final answer modulo prime,348,5.2,false
hillnumbers,hillnumbers,"6.3b, DP String, Non Classic","digit DP; s: (prev_digit, pos, is_rising, is_lower); try digit by digit",84,6.7,false
lc0097,to replace with LeetCode link soon...,"6.3b, DP String, Non Classic","s: (i, j); k is derived from i+j; t: use a[i] or b[i] next; top-interview-150",0,4.0,false
stringfactoring,stringfactoring,"6.3b, DP String, Non Classic",s: the min weight of substring [i..j]; also available at UVa 11022 - String Factoring,57,5.1,false
01449,Fetching from uHunt,"6.4a, String Matching",LA 4670 - Hefei09; just use strstr; Suffix Array will get TLE as there are too many long strings to be processed,,0.0,false
11837,Fetching from uHunt,"6.4a, String Matching",transform the input of X notes into X-1 distances; then apply KMP,,0.0,false
geneticsearch,geneticsearch,"6.4a, String Matching",multiple string matchings,346,2.1,false
lc0028,to replace with LeetCode link soon...,"6.4a, String Matching",simple string matching; programming-skills; top-interview-150,0,2.0,false
powerstrings,powerstrings,"6.4a, String Matching",find s in s+s; similar with UVa 00455; also available at UVa 10298 - Power Strings,451,5.2,false
quiteaproblem,quiteaproblem,"6.4a, String Matching",trivial string matching per line,1212,2.1,false
scrollingsign,scrollingsign,"6.4a, String Matching",modified string matching; complete search; also available at UVa 11576 - Scrolling Sign,238,3.1,false
00736,Fetching from uHunt,"6.4b, String Matching, 2D",2D grid; a bit modified,,0.0,false
10010,Fetching from uHunt,"6.4b, String Matching, 2D",2D grid; backtracking,,0.0,false
11283,Fetching from uHunt,"6.4b, String Matching, 2D",2D grid; backtracking; do not count twice,,0.0,false
boggle,boggle,"6.4b, String Matching, 2D",2D grid; backtracking,323,3.8,false
kinarow,kinarow,"6.4b, String Matching, 2D","brute the top left point of each possible x or o row, then straight-line (horizontal, vertical) or two diagonals 2D stri...",107,4.6,false
knightsearch,knightsearch,"6.4b, String Matching, 2D",2D grid; backtracking or DP,425,3.2,false
lc0079,to replace with LeetCode link soon...,"6.4b, String Matching, 2D",backtracking; top-100-liked; top-interview-150,0,4.0,false
bing,bing,"6.5a, Trie",map all prefixes to frequencies using Hash Table; or use Trie,1061,3.6,false
lc0208,to replace with LeetCode link soon...,"6.5a, Trie",Trie implementation; leetcode-75; top-100-liked; top-interview-150,0,4.0,false
lc0648,to replace with LeetCode link soon...,"6.5a, Trie",use Trie to speed-up the identification of the shortest root for each derivative,0,4.0,false
lc1268,to replace with LeetCode link soon...,"6.5a, Trie",use Trie to speed-up; leetcode-75,0,4.0,false
lc2416,to replace with LeetCode link soon...,"6.5a, Trie",we can use Trie or frequency Counter of each prefixes,0,6.0,false
01254,Fetching from uHunt,"6.5b, Suffix Tree/Array",LA 4657 - Jakarta09; Suffix Array with Segment Tree or Sparse Table; LCP range,,0.0,false
01584,Fetching from uHunt,"6.5b, Suffix Tree/Array",LA 3225 - Seoul04; min lexicographic rotation; similar with UVa 00719; other solutions exist,,0.0,false
automatictrading,automatictrading,"6.5b, Suffix Tree/Array",Suffix Array; LCP of a range; use Sparse Table,160,5.2,false
buzzwords,buzzwords,"6.5b, Suffix Tree/Array",Longest Repeated Substring that appears X times (2 ≤ X < N); also available at UVa 11855 - Buzzwords,141,5.0,false
lc1044,to replace with LeetCode link soon...,"6.5b, Suffix Tree/Array",classic Longest Repeated Substring problem; solvable with Suffix Array,0,6.0,false
suffixarrayreconstruction,suffixarrayreconstruction,"6.5b, Suffix Tree/Array",clever creative problem involving Suffix Array concept; be careful that '*' can be more than one character,125,4.1,false
suffixsorting,suffixsorting,"6.5b, Suffix Tree/Array",basic Suffix Array construction problem; be careful with terminating symbol,201,5.7,false
12467,Fetching from uHunt,"6.6a, String Hashing",hashing/'border' of KMP; see UVa 11475,,0.0,false
12604,Fetching from uHunt,"6.6a, String Hashing",try Rabin-Karp/KMP up to 62 times,,0.0,false
hashing,hashing,"6.6a, String Hashing",the problem description is very clear; good rolling hash practice; or use Suffix Array+Sparse Table,142,7.3,false
lc0187,to replace with LeetCode link soon...,"6.6a, String Hashing",classic rolling hash task; maintain hash of 10-characters substring as the window slides,0,4.0,false
stringmatching,stringmatching,"6.6a, String Hashing",try Rabin-Karp or KMP,719,4.5,false
00156,Fetching from uHunt,"6.7a, Anagram",easier with algorithm::sort,,0.0,false
00195,Fetching from uHunt,"6.7a, Anagram",use algorithm::next_permutation,,0.0,false
12641,Fetching from uHunt,"6.7a, Anagram",anagram problem variation,,0.0,false
12770,Fetching from uHunt,"6.7a, Anagram",count frequencies; print odd frequency characters with except the last one -- put it in the middle of a palindrome,,0.0,false
lc0242,to replace with LeetCode link soon...,"6.7a, Anagram",sort s and t; compare; programming-skills; top-interview-150,0,2.0,false
multigram,multigram,"6.7a, Anagram",brute force lengths that is divisor of the original length of the string; test,221,2.8,false
00401,Fetching from uHunt,"6.7b, Palindrome (Checking)",simple palindrome check,,0.0,false
10848,Fetching from uHunt,"6.7b, Palindrome (Checking)","related to UVa 10453; palindrome check, character frequency check, and a few others",,0.0,false
11888,Fetching from uHunt,"6.7b, Palindrome (Checking)","let ss = s+s; find reverse(s) in ss, but it cannot match the first n chars or the last n chars of ss",,0.0,false
kaleidoscopicpalindromes,kaleidoscopicpalindromes,"6.7b, Palindrome (Checking)","test all; when you try enlarging k, the answers are actually 'small'",233,3.2,false
lc0647,to replace with LeetCode link soon...,"6.7b, Palindrome (Checking)","complete search all substrings plus DP isPalindrome(l, r) speedup",0,4.0,false
palindromesubstring,palindromesubstring,"6.7b, Palindrome (Checking)",try all pairs of O(n^2) substrings with at least 2 characters; keep the ones that are palindrome (use DP) in a sorted se...,298,4.2,false
peragrams,peragrams,"6.7b, Palindrome (Checking)",only one odd frequency character can be in the center of palindrome once; the rest need to have even frequency,1692,1.7,false
01239,Fetching from uHunt,"6.7c, Palindrome (Generating)",LA 4144 - Jakarta08; as S <= 1000; brute-force is enough; consider odd and even length palindromes,,0.0,false
10018,Fetching from uHunt,"6.7c, Palindrome (Generating)",generating palindrome with specific math simulation; very easy,,0.0,false
12718,Fetching from uHunt,"6.7c, Palindrome (Generating)",LA 6659 - Dhaka13; try all substrings; count character frequencies in them and analyze,,0.0,false
evilstraw,evilstraw,"6.7c, Palindrome (Generating)","greedily match leftmost char s[0]/rightmost char s[n-1] with rightmost/leftmost matching s[i], respectively",137,3.8,false
lc0409,to replace with LeetCode link soon...,"6.7c, Palindrome (Generating)",count character frequencies; even cases are easy; odd cases need a small observation,0,2.0,false
names,names,"6.7c, Palindrome (Generating)",add a letter or change a letter; complete search,368,4.0,false
01595,Fetching from uHunt,"7.2a, Points",use set to record the positions of all sorted points; check half of the points if the symmetries are in the set too?,,0.0,false
11894,Fetching from uHunt,"7.2a, Points",about rotating and translating points,,0.0,false
browniepoints,browniepoints,"7.2a, Points",points and quadrants; simple; also available at UVa 10865 - Brownie Points,154,2.3,false
cursethedarkness,cursethedarkness,"7.2a, Points",Euclidean dist,596,2.2,true
imperfectgps,imperfectgps,"7.2a, Points",Euclidean dist; simulation,487,4.2,false
jointjogjam,jointjogjam,"7.2a, Points",take the max Euclidean dist between two starting vs two ending points,448,1.6,false
lc1232,to replace with LeetCode link soon...,"7.2a, Points",check if all other points are collinear with the line defined by the first two points; programming-skills,0,2.0,false
10263,Fetching from uHunt,"7.2b, Lines",use distToLineSegment,,0.0,false
11783,Fetching from uHunt,"7.2b, Lines",O(N^2) brute force line segment intersection tests,,0.0,false
13117,Fetching from uHunt,"7.2b, Lines",dist + distToLineSegment,,0.0,false
hurricanedanger,hurricanedanger,"7.2b, Lines",distance from point to line (not vector); be careful of precision error; work with integers,114,5.9,false
logo2,logo2,"7.2b, Lines","n vectors that sum to 0; given n-1 vectors, find the unknown vector; also available at UVa 11519 - Logo 2",114,5.6,false
platforme,platforme,"7.2b, Lines",line segment intersection tests; N ≤ 100; complete search,210,2.7,false
unlockpattern,unlockpattern,"7.2b, Lines",complete search; Euclidean dist,902,1.7,false
01388,Fetching from uHunt,"7.2c, Circles",LA 3708 - NortheasternEurope06; divide the circle into n sectors first and then into (n m) sectors,,0.0,false
10678,Fetching from uHunt,"7.2c, Circles",area of an ellipse; generalization of the formula for area of a circle,,0.0,false
amsterdamdistance,amsterdamdistance,"7.2c, Circles",arcs of circles; no need to model this as an SSSP problem/Dijkstra's,571,2.9,false
biggest,biggest,"7.2c, Circles",find biggest area of sector using simulation; use array (not that larget) to avoid precision error,147,6.6,false
estimatingtheareaofacircle,estimatingtheareaofacircle,"7.2c, Circles",PI estimation experiment,2084,1.6,false
lc1828,to replace with LeetCode link soon...,"7.2c, Circles","for each circle query, check how many points are inside; O(QN)",0,4.0,false
ornaments,ornaments,"7.2c, Circles",arch length plus two times tangent lengths,236,2.2,false
00427,Fetching from uHunt,"7.2d, Triangles (Trig)","for each 2 consecutive corridors, try rotating the piano by a angle α ∈ [0.1..89.9] degrees; trigonometry",,0.0,false
11326,Fetching from uHunt,"7.2d, Triangles (Trig)",trigonometry; tangent; reflection trick,,0.0,false
alldifferentdirections,alldifferentdirections,"7.2d, Triangles (Trig)",use trigonometry to compute x and y displacement,446,2.6,false
billiard,billiard,"7.2d, Triangles (Trig)",enlarge the billiard table; then this is solvable with atan2,856,1.6,false
egypt,egypt,"7.2d, Triangles (Trig)",Pythagorean theorem/triple; also available at UVa 11854 - Egypt,862,1.9,false
lc1925,to replace with LeetCode link soon...,"7.2d, Triangles (Trig)",Pythagorean triples; complete search,0,2.0,true
mountainbiking,mountainbiking,"7.2d, Triangles (Trig)",up to 4 line segments; simple trigonometry; simple Physics/Kinematic equation,216,2.8,false
00438,Fetching from uHunt,"7.2e, Triangles + Circles",compute triangle's circumcircle,,0.0,false
10577,Fetching from uHunt,"7.2e, Triangles + Circles",get center radius of outer circle from 3 points; get all vertices; get the min-x/max-x/min-y/max-y of the polygon; also ...,,0.0,false
11281,Fetching from uHunt,"7.2e, Triangles + Circles",circumcircle for a non obtuse triangle; largest side of the triangle for an obtuse triangle,,0.0,false
13215,Fetching from uHunt,"7.2e, Triangles + Circles",area of rectangle minus area of squares and equilateral triangles,,0.0,false
cropeasy,cropeasy,"7.2e, Triangles + Circles",complete search 3 points/tree; check if the center is integer,178,3.0,false
stickysituation,stickysituation,"7.2e, Triangles + Circles",see if 3 sides form a triangle; see UVa 11579,675,2.7,false
trilemma,trilemma,"7.2e, Triangles + Circles",triangle properties; sort the 3 sides first,225,3.6,false
00209,Fetching from uHunt,"7.2f, Quadrilaterals","LA 5148 - WorldFinals SanAntonio91; brute force check; answer is either triangle, parallelogram, or hexagon",,0.0,false
11800,Fetching from uHunt,"7.2f, Quadrilaterals",use next_permutation to try all possible 4! = 24 permutations of 4 points; check the requirements,,0.0,false
cetvrta,cetvrta,"7.2f, Quadrilaterals","sort the x and y points, then you will know the 4th point",4727,1.3,false
lc0836,to replace with LeetCode link soon...,"7.2f, Quadrilaterals",set rec2 as reference point; simple case analysis of where rec1 is vs rec2,0,2.0,false
officespace,officespace,"7.2f, Quadrilaterals",rectangles; small numbers; 2D Boolean arrays,143,5.5,false
rectanglesurrounding,rectanglesurrounding,"7.2f, Quadrilaterals",rectangles; small; 2D Boolean arrays,187,3.8,false
roundedbuttons,roundedbuttons,"7.2f, Quadrilaterals",in-rectangle/in-square test; in-4-circles tests,176,2.9,false
00634,Fetching from uHunt,"7.3a, Polygon, Easier",basic inPolygon routine; notice that the input polygon can be convex or concave,,0.0,false
11447,Fetching from uHunt,"7.3a, Polygon, Easier",area of polygon,,0.0,false
convexhull,convexhull,"7.3a, Polygon, Easier",basic convex hull problem; be careful with duplicate points and collinear points,644,4.8,false
cuttingcorners,cuttingcorners,"7.3a, Polygon, Easier",simulation of angle checks,95,3.5,false
lc0587,to replace with LeetCode link soon...,"7.3a, Polygon, Easier",Convex Hull; collinear allowed,0,6.0,false
robotprotection,robotprotection,"7.3a, Polygon, Easier",simply find the area of convex hull,236,2.4,false
00361,Fetching from uHunt,"7.3b, Polygon, Harder","check if a point is inside CH of Cop/Robber; if $pt$ is inside CH, pt satisfies the requirement",,0.0,false
01111,Fetching from uHunt,"7.3b, Polygon, Harder",LA 5138 - WorldFinals Orlando11; CH; output minimax distance of each CH side to the other vertices,,0.0,false
10256,Fetching from uHunt,"7.3b, Polygon, Harder","given 2 CHs, output 'No' if there is a point in 1st CH inside the 2nd one; 'Yes' otherwise",,0.0,false
11265,Fetching from uHunt,"7.3b, Polygon, Harder",seems to be a complex problem; but essentially just cutPolygon; inPolygon; area,,0.0,false
convex,convex,"7.3b, Polygon, Harder",must understand the concept of convex polygon; a bit of mathematical insights: GCD; sort,132,6.4,false
pointinpolygon,pointinpolygon,"7.3b, Polygon, Harder",in/out and on polygon,311,5.5,false
roberthood,roberthood,"7.3b, Polygon, Harder",the classic furthest pair problem; use convex hull and then rotating caliper,376,4.6,false
00535,Fetching from uHunt,"7.4a, 3D Geometry",gcDistance,,0.0,false
00737,Fetching from uHunt,"7.4a, 3D Geometry",cube and cube intersection,,0.0,false
00815,Fetching from uHunt,"7.4a, 3D Geometry",LA 5215 - WorldFinals Eindhoven99; volume; greedy,,0.0,false
11817,Fetching from uHunt,"7.4a, 3D Geometry",gcDistance; 3D Euclidean distance; also available at Kattis - tunnelingtheearth,,0.0,false
airlinehub,airlinehub,"7.4a, 3D Geometry",gcDistance; also available at UVa 10316 - Airline Hub,211,6.6,false
beavergnaw,beavergnaw,"7.4a, 3D Geometry",volumes of cylinders and cones; inclusion-exclusion; also available at UVa 10297 - Beavergnaw,1210,1.4,false
bottles,bottles,"7.4a, 3D Geometry",LA 6027 - WorldFinals Warsaw12; BSTA+geometric formula; also available at UVa 01280 - Curvy Little Bottles,217,3.0,false
flowers,flowers,"7.4a, 3D Geometry",the key part of this problem is integration,63,4.4,false
movingday,movingday,"7.4a, 3D Geometry",output volume of the largest cuboid - V,261,2.1,false
00711,Fetching from uHunt,"8.2a, Harder Backtracking",backtracking with pruning,,0.0,false
01052,Fetching from uHunt,"8.2a, Harder Backtracking",LA 3565 - WorldFinals SanAntonio06; backtracking with some form of bitmask,,0.0,false
11090,Fetching from uHunt,"8.2a, Harder Backtracking",this is the simplest form of Min Mean Cycle problem; however it has small constraints and thus this problem is still sol...,,0.0,false
11451,Fetching from uHunt,"8.2a, Harder Backtracking",the input constraints are small; backtracking with bitmask without memoization; or use DP,,0.0,false
11699,Fetching from uHunt,"8.2a, Harder Backtracking",try all the possible row combinations on which we put rooks and keep the best,,0.0,false
committeeassignment,committeeassignment,"8.2a, Harder Backtracking",backtracking; pruning; add a member to existing committee or create a new committee; TLE with DP bitmask,68,7.4,false
greatswercporto,greatswercporto,"8.2a, Harder Backtracking",use backtracking with pruning; testing up to 10! possible permutations possibly TLE,120,4.1,false
holeynqueensbatman,holeynqueensbatman,"8.2a, Harder Backtracking",similar with UVa 11195,527,2.2,false
01600,Fetching from uHunt,"8.2b, State-Space, BFS, E",LA 3670 - Hanoi06; s: (row; col; k_left); reset k_left to the original k as soon as the robot enters a non obstacle cell,,0.0,false
10047,Fetching from uHunt,"8.2b, State-Space, BFS, E","s: (row, col, dir, color)",,0.0,false
12135,Fetching from uHunt,"8.2b, State-Space, BFS, E",LA 4201 - Dhaka08; s: (bitmask); BFS; similar with UVa 11974,,0.0,false
ecoins,ecoins,"8.2b, State-Space, BFS, E","s: (conventional-value, infotechnological-value); BFS; also available at UVa 10306 - e-Coins",169,4.6,false
flipfive,flipfive,"8.2b, State-Space, BFS, E",s: (bitmask); only 2^9 = 512 grid configurations; BFS,621,2.7,false
lc0433,to replace with LeetCode link soon...,"8.2b, State-Space, BFS, E",unweighted SSSP; BFS; s: (8-char-gene); t: as described; top-interview-150,0,4.0,false
safe,safe,"8.2b, State-Space, BFS, E",s: (convert 3x3 grid into a base 4 integer); BFS,181,3.0,false
11198,Fetching from uHunt,"8.2c, State-Space, BFS, H",s: (permutation); tricky to code,,0.0,false
11212,Fetching from uHunt,"8.2c, State-Space, BFS, H",meet in the middle,,0.0,false
11329,Fetching from uHunt,"8.2c, State-Space, BFS, H",s: (bitmask); 4 bits for die position; 16 bits for cells with fleas; 6 bits for side with a flea; use map; tedious,,0.0,false
keyboard,keyboard,"8.2c, State-Space, BFS, H","LA 7155 - WorldFinals Marrakech15; s: (row, col, char_typed); also available at UVa 01714 - Keyboarding",258,5.0,false
lc0126,to replace with LeetCode link soon...,"8.2c, State-Space, BFS, H",map string to indices; BFS on state-space graph; backtrack,0,6.0,false
robotmaze,robotmaze,"8.2c, State-Space, BFS, H","s: (r, c, dir, steps); be careful of corner cases",87,5.7,false
robotturtles,robotturtles,"8.2c, State-Space, BFS, H","s: (r, c, dir, bitmask_ice_castles); print solution; very tedious",114,4.5,false
00658,Fetching from uHunt,"8.2d, State-Space, Dijkstra",s: (bitmask---whether a bug is present or not); the state-space graph is weighted,,0.0,false
01048,Fetching from uHunt,"8.2d, State-Space, Dijkstra",LA 3561 - WorldFinals SanAntonio06; tedious state-space search problem; use Dijkstra's,,0.0,false
01057,Fetching from uHunt,"8.2d, State-Space, Dijkstra",LA 3570 - WorldFinals SanAntonio06; Floyd-Warshall; APSP; reduce to weighted SSSP problem; Dijkstra's,,0.0,false
10269,Fetching from uHunt,"8.2d, State-Space, Dijkstra","use Floyd-Warshall to pre-compute APSP using only Villages; use Dijkstra's on s: (u, super_run_left)",,0.0,false
bumped,bumped,"8.2d, State-Space, Dijkstra","s: (city, has_use_free_ticket); use Dijkstra's",545,4.4,false
destinationunknown,destinationunknown,"8.2d, State-Space, Dijkstra","use Dijkstra's twice; one normally; one with s: (point, has_edge_g_h_used); compare the results",101,5.6,false
justpassingthrough,justpassingthrough,"8.2d, State-Space, Dijkstra","s: (r, c, n_left); Dijkstra's/SSSP on DAG",92,5.1,false
01172,Fetching from uHunt,"8.3a, DP level 3",LA 3986 - SouthWesternEurope07; weighted bipartite matching with additional constraints,,0.0,false
01211,Fetching from uHunt,"8.3a, DP level 3","LA 3404 - Tokyo05; precompute T[L], the time to run a path of length L; s: (i) - checkpoint i is we change tire",,0.0,false
10645,Fetching from uHunt,"8.3a, DP level 3","s: (days_left, budget_left, prev_dish, prev_dish_cnt); the first 2 params are knapsack-style; the last 2 params to deter...",,0.0,false
aspenavenue,aspenavenue,"8.3a, DP level 3","sort; compute tree positions; s: (l_left, r_left), t: put next tree on the left/right; also available at UVa 11555 - Asp...",223,5.8,false
busticket,busticket,"8.3a, DP level 3",s: (day_i); t: either buy daily ticket or jump to end of period ticket (use binary search to avoid TLE),186,4.4,false
lc0188,to replace with LeetCode link soon...,"8.3a, DP level 3","s: (i, own, k_left); t: skip or buy/sell; also consider k_left; top-interview-150",0,6.0,false
